,EPPO_CODE,preferred_name,synonym,ds_language,EFSA_PHT,re,match_language,NCBI_TAXID
7332,,phymatotrichopsis omnivora,,,PhymatotrichopsisOmnivora-PHT,texas root rot of alfalfa,,
7333,,phymatotrichopsis omnivora,,,PhymatotrichopsisOmnivora-PHT,texas root rot of bean,,
7334,,phymatotrichopsis omnivora,,,PhymatotrichopsisOmnivora-PHT,texas root rot of cotton,,
7335,,phymatotrichopsis omnivora,,,PhymatotrichopsisOmnivora-PHT,texas root rot of grapevine,,
7336,,phymatotrichopsis omnivora,,,PhymatotrichopsisOmnivora-PHT,trechispora brinkmannii,,
7337,,phymatotrichopsis omnivora,,,PhymatotrichopsisOmnivora-PHT,wurzelf\wule\w* baumwolle,,
7338,,phymatotrichopsis omnivora,,,PhymatotrichopsisOmnivora-PHT,wurzelf\wule\w* wein,,
7339,,phymatotrichopsis omnivora,,,PhymatotrichopsisOmnivora-PHT,техасская корневая гниль,,
7340,,physalis rugose mosaic virus,,,PhysalisRugoseMosaicVirus-PHT,physalis rugose mosaic virus,,
7341,,phytometra acuta,,,PhytometraAcuta-PHT,chrysodeixis acuta,,
7342,,phytometra acuta,,,PhytometraAcuta-PHT,phytometra acuta,,
7343,,phytometra acuta,,,PhytometraAcuta-PHT,plusia acuta,,
7344,,phytometra acuta,,,PhytometraAcuta-PHT,tomato looper,,
7345,,phytophthora abietivora,,,PhytophthoraAbietivora-PHT,phytophthora abietivora,,
7346,,phytophthora acerina,,,PhytophthoraAcerina-PHT,phytophthora acerina,,
7347,,phytophthora agathidicida,,,PhytophthoraAgathidicida-PHT,kauri dieback,,
7348,,phytophthora agathidicida,,,PhytophthoraAgathidicida-PHT,phytophthora agathidicida,,
7349,,phytophthora chrysanthemi,,,PhytophthoraChrysanthemi-PHT,podrid\wo radicular do cris\wntemo,,
7350,,phytophthora chrysanthemi,,,PhytophthoraChrysanthemi-PHT,phytophthora chrysanthemi,,
7351,,phytophthora foliorum,,,PhytophthoraFoliorum-PHT,leaf blight of azalea\w*,,
7352,,phytophthora foliorum,,,PhytophthoraFoliorum-PHT,phytophthora foliorum,,
7353,,phytophthora kernoviae,,,PhytophthoraKernoviae-PHT,phytophthora kernoviae,,
7354,,phytophthora kernoviae,,,PhytophthoraKernoviae-PHT,Фитофтороз декоративных и древесных культур,,
7355,,phytophthora lateralis,,,PhytophthoraLateralis-PHT,phytophthora lateralis,,
7356,,phytophthora lateralis,,,PhytophthoraLateralis-PHT,root rot of chamaecyparis,,
7357,,phytophthora lateralis,,,PhytophthoraLateralis-PHT,wurzelf\wule scheinzypresse,,
7358,,phytophthora multivora,,,PhytophthoraMultivora-PHT,decline of eucalyptus,,
7359,,phytophthora multivora,,,PhytophthoraMultivora-PHT,phytophthora multivora,,
7360,,phytophthora oleae,,,PhytophthoraOleae-PHT,phytophthora oleae,,
7361,,phytophthora pseudocryptogea,,,PhytophthoraPseudocryptogea-PHT,phytophthora pseudocryptogea,,
7362,,phytophthora pseudosyringae,,,PhytophthoraPseudosyringae-PHT,phytophthora pseudosyringae,,
7363,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,\wakin\w fitoftora,,
7364,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,fit\wftora ramorum,,
7365,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,fytoftorov\w odum\wr\wn\w\w*,,
7366,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,fytoftorov\w odum\wr\wn\w rododendronu\w*,,
7367,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,japanese larch disease,,
7368,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,larch tree disease,,
7369,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,n\whl\w odum\wr\wn\w dub\w,,
7370,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,p\w* ramorum,,
7371,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,phytophthora sp\w* ex parrotia persica,,
7372,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,ramorum disease,,
7373,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,tamme \wkksurm,,
7374,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,versopolte,,
7375,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,p. ramorum,,
7376,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,phytophthora sp. ex parrotia persica,,
7377,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,muerte repentina del roble,,
7378,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,muerte s\wbita del roble,,
7379,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,phytophora ramorum,,
7380,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,phytophthora ramorum,,
7381,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,phytophthora ramorum\w*,,
7382,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,phytopthora ramorum,,
7383,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,ramorum blight,,
7384,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,ramorum dieback,,
7385,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,sudden oak death,,
7386,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,sudden oak disease,,
7387,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,tammen \wkkikuolema,,
7388,,phytophthora ramorum,,,PhytophthoraRamorum-PHT,Фитофтороз древесных и кустарниковых культур,,
7389,,phytophthora syringae,,,PhytophthoraSyringae-PHT,fl\wtrissement d\w* rameau\w* du lilas,,
7390,,phytophthora syringae,,,PhytophthoraSyringae-PHT,knospenkrankheit\w* flieder,,
7391,,phytophthora syringae,,,PhytophthoraSyringae-PHT,mildi\w del manzano,,
7392,,phytophthora syringae,,,PhytophthoraSyringae-PHT,phloeophthora syringae,,
7393,,phytophthora syringae,,,PhytophthoraSyringae-PHT,phytophthora syringae,,
7394,,phytophthora syringae,,,PhytophthoraSyringae-PHT,podredumbre del tronco del manzano,,
7395,,phytophthora syringae,,,PhytophthoraSyringae-PHT,twig blight of lilac,,
7396,,phytophthora syringae,,,PhytophthoraSyringae-PHT,welke\w* flieder,,
7397,,phytophthora syringae,,,PhytophthoraSyringae-PHT,zweigkrankheit\w* flieder,,
7398,,phytophthora urerae,,,PhytophthoraUrerae-PHT,phytophthora urerae,,
7399,,phytoplasma hispanicum,,,PhytoplasmaHispanicum-PHT,candidatus phytoplasma hispanicum,,
7400,,phytoplasma hispanicum,,,PhytoplasmaHispanicum-PHT,mexican periwinkle virescence phytoplasma,,
7401,,phytoplasma hispanicum,,,PhytoplasmaHispanicum-PHT,phytoplasma hispanicum,,
7402,,pileospora picea,,,PileosporaPicea-PHT,pileospora picea,,
7403,,pineapple mealybug wilt associated virus,,,PineappleMealybugWiltAssociatedVirus-PHT,mealybug wilt of pineapple,,
7404,,pineapple mealybug wilt associated virus,,,PineappleMealybugWiltAssociatedVirus-PHT,pineapple mealybug wilt\S*\s?associated virus,,
7405,,pineapple mealybug wilt associated virus,,,PineappleMealybugWiltAssociatedVirus-PHT,pineapple mealybug wilt\S*\s?associated virus 1,,
7406,,pineapple mealybug wilt associated virus,,,PineappleMealybugWiltAssociatedVirus-PHT,pineapple mealybug wilt\S*\s?associated virus 3,,
7407,,pineapple mealybug wilt associated virus,,,PineappleMealybugWiltAssociatedVirus-PHT,pineapple mealybug wilt\S*\s?associated virus 4,,
7408,,pineapple mealybug wilt associated virus,,,PineappleMealybugWiltAssociatedVirus-PHT,pineapple mealybug wilt\S*\s?associated virus 5,,
7409,,pineapple mealybug wilt associated virus,,,PineappleMealybugWiltAssociatedVirus-PHT,pmwav,,
7410,,pineapple mealybug wilt associated virus,,,PineappleMealybugWiltAssociatedVirus-PHT,pmwav\S*\s?1,,
7411,,pineapple mealybug wilt associated virus,,,PineappleMealybugWiltAssociatedVirus-PHT,pmwav\S*\s?2,,
7412,,pineapple mealybug wilt associated virus,,,PineappleMealybugWiltAssociatedVirus-PHT,pmwav\S*\s?3,,
7413,,pineapple mealybug wilt associated virus,,,PineappleMealybugWiltAssociatedVirus-PHT,pmwav\S*\s?4,,
7414,,pineapple mealybug wilt associated virus,,,PineappleMealybugWiltAssociatedVirus-PHT,pmwav\S*\s?5,,
7415,,pissodes cibriani,,,PissodesCibriani-PHT,pissodes cibriani,,
7416,,pissodes fasciatus,,,PissodesFasciatus-PHT,douglas\S*\s?fir weevil,,
7417,,pissodes fasciatus,,,PissodesFasciatus-PHT,pissodes fasciatus,,
7418,,pissodes nemorensis,,,PissodesNemorensis-PHT,deodar weevil,,
7419,,pissodes nemorensis,,,PissodesNemorensis-PHT,northern pine weevil,,
7420,,pissodes nemorensis,,,PissodesNemorensis-PHT,pissodes approximatus,,
7421,,pissodes nemorensis,,,PissodesNemorensis-PHT,pissodes canadensis,,
7422,,pissodes nemorensis,,,PissodesNemorensis-PHT,pissodes deodarae,,
7423,,pissodes nemorensis,,,PissodesNemorensis-PHT,pissodes nemorensis,,
7424,,pissodes nitidus,,,PissodesNitidus-PHT,charan\won\w* brillant\w*,,
7425,,pissodes nitidus,,,PissodesNitidus-PHT,matu\S*\s?kibosi\S*\s?zomusi,,
7426,,pissodes nitidus,,,PissodesNitidus-PHT,pissodes nitidus,,
7427,,pissodes nitidus,,,PissodesNitidus-PHT,yellow\S*\s?spotted pine weevil\w*,,
7428,,pissodes,,,Pissodes-PHT,pissodes spp,,
7429,,pissodes punctatus,,,PissodesPunctatus-PHT,pissodes punctatus,,
7430,,pissodes strobi,,,PissodesStrobi-PHT,charan\won\w* du pin blanc,,
7431,,pissodes strobi,,,PissodesStrobi-PHT,charan\won\w* du pin weymouth,,
7432,,pissodes strobi,,,PissodesStrobi-PHT,charan\won de l\S*\s?\wpinette de sitka,,
7433,,pissodes strobi,,,PissodesStrobi-PHT,gorgojo\w* del pino de weymouth,,
7434,,pissodes strobi,,,PissodesStrobi-PHT,pissode\w* del pino weymouth,,
7435,,pissodes strobi,,,PissodesStrobi-PHT,pissodes engelmanni,,
7436,,pissodes strobi,,,PissodesStrobi-PHT,pissodes sitchensis,,
7437,,pissodes strobi,,,PissodesStrobi-PHT,pissodes strobi,,
7438,,pissodes strobi,,,PissodesStrobi-PHT,sitka\S*\s?spruce weevil\w*,,
7439,,pissodes strobi,,,PissodesStrobi-PHT,sitkafichtenr\wssler,,
7440,,pissodes strobi,,,PissodesStrobi-PHT,starkr\wsseliger kiefernr\wssler,,
7441,,pissodes strobi,,,PissodesStrobi-PHT,weymouthskiefernr\wsselk\wfer,,
7442,,pissodes strobi,,,PissodesStrobi-PHT,white-\S*\s?pine weevil\w*,,
7443,,pissodes terminalis,,,PissodesTerminalis-PHT,lodgepole\S*\s?pine terminal weevils,,
7444,,pissodes terminalis,,,PissodesTerminalis-PHT,lodgepole terminal weevils,,
7445,,pissodes terminalis,,,PissodesTerminalis-PHT,pissodes terminalis,,
7446,,pissodes yunnanensis,,,PissodesYunnanensis-PHT,pissodes yunnanensis,,
7447,,pissodes yunnanensis,,,PissodesYunnanensis-PHT,yunnan pine weevil,,
7448,,pissodes zitacuarense,,,PissodesZitacuarense-PHT,pissodes zitacuarense,,
7449,,pitaya badnavirus1,,,PitayaBadnavirus1-PHT,pitaya \S*\s?virus 1,,
7450,,pitaya badnavirus1,,,PitayaBadnavirus1-PHT,pitaya badnavirus 1,,
7451,,pittosporum cryptic virus1,,,PittosporumCrypticVirus1-PHT,pittosporum cryptic virus\S*\s?1,,
7452,,pityophthorus juglandis,,,PityophthorusJuglandis-PHT,pityophthorus juglandis,,
7453,,pityophthorus juglandis,,,PityophthorusJuglandis-PHT,walnut twig beetle\w*,,
7454,,planococcus minor,,,PlanococcusMinor-PHT,guava mealybug,,
7455,,planococcus minor,,,PlanococcusMinor-PHT,pacific mealybug,,
7456,,planococcus minor,,,PlanococcusMinor-PHT,passion vine mealybug,,
7457,,planococcus minor,,,PlanococcusMinor-PHT,planococcus minor,,
7458,,platynota stultana,,,PlatynotaStultana-PHT,enrollador omn\wvoro,,
7459,,platynota stultana,,,PlatynotaStultana-PHT,onduladores de pelo,,
7460,,platynota stultana,,,PlatynotaStultana-PHT,omnivorous leaf roller,,
7461,,platynota stultana,,,PlatynotaStultana-PHT,platynota chiquitana,,
7462,,platynota stultana,,,PlatynotaStultana-PHT,platynota stultana,,
7463,,platynota stultana,,,PlatynotaStultana-PHT,rizadora,,
7464,,platynota stultana,,,PlatynotaStultana-PHT,sparganothis chiquitana,,
7465,,platynota stultana,,,PlatynotaStultana-PHT,sparganothis stultana,,
7466,,platypus cavicepts,,,PlatypusCavicepts-PHT,platypus cavicepts,,
7467,,pleiocarpon algeriense,,,PleiocarponAlgeriense-PHT,pleiocarpon algeriense,,
7468,,plerochila australis,,,PlerochilaAustralis-PHT,plerochila australis,,
7469,,plerochila australis,,,PlerochilaAustralis-PHT,teleonemia australis,,
7470,,plesiommata corniculata,,,PlesiommataCorniculata-PHT,plesiommata corniculata,,
7471,,plesiommata mollicella,,,PlesiommataMollicella-PHT,p mollicella,,
7472,,plesiommata mollicella,,,PlesiommataMollicella-PHT,plesiommata mollicella,,
7473,,poison hemlock virus y,,,PoisonHemlockVirusY-PHT,poison hemlock virus y,,
7474,,polygraphus proximus,,,PolygraphusProximus-PHT,four\S*\s?eyed fir bark beetle\w*,,
7475,,polygraphus proximus,,,PolygraphusProximus-PHT,four-eyed fir bark beetle,,
7476,,polygraphus proximus,,,PolygraphusProximus-PHT,polygraphe du sapin de maries,,
7477,,polygraphus proximus,,,PolygraphusProximus-PHT,polygraphus laticollis,,
7478,,polygraphus proximus,,,PolygraphusProximus-PHT,polygraphus magnus,,
7479,,polygraphus proximus,,,PolygraphusProximus-PHT,polygraphus miser,,
7480,,polygraphus proximus,,,PolygraphusProximus-PHT,polygraphus nigricans,,
7481,,polygraphus proximus,,,PolygraphusProximus-PHT,polygraphus oblongus,,
7482,,polygraphus proximus,,,PolygraphusProximus-PHT,polygraphus proximus,,
7483,,polygraphus proximus,,,PolygraphusProximus-PHT,polygraphus proximus blandford,,
7484,,polygraphus proximus,,,PolygraphusProximus-PHT,sachalintannenborkenk\wfer,,
7485,,polygraphus proximus,,,PolygraphusProximus-PHT,sakhalin\wfir bark beetle,,
7486,,polygraphus proximus,,,PolygraphusProximus-PHT,todomatu\wkikuimusi,,
7487,,polygraphus proximus,,,PolygraphusProximus-PHT,yссурийскоий полиграф,,
7488,,polygraphus proximus,,,PolygraphusProximus-PHT,пихтовый полиграф,,
7489,,polygraphus proximus,,,PolygraphusProximus-PHT,Уссурийский полиграф,,
7490,,polygraphus proximus,,,PolygraphusProximus-PHT,ト\wマツキクイムjシ,,
7491,,pomacea,,,Pomacea-PHT,ampul\wria,,
7492,,pomacea,,,Pomacea-PHT,ampul\wrka argentinsk\w,,
7493,,pomacea,,,Pomacea-PHT,ampul\wrka obrovsk\w,,
7494,,pomacea,,,Pomacea-PHT,ampulaire\w*,,
7495,,pomacea,,,Pomacea-PHT,ampullaire\w*,,
7496,,pomacea,,,Pomacea-PHT,aru\w\S*\s?do\S*\s?banhado,,
7497,,pomacea,,,Pomacea-PHT,aru\w\S*\s?do\S*\s?brejo,,
7498,,pomacea,,,Pomacea-PHT,aru\w\S*\s?do\S*\s?mato,,
7499,,pomacea,,,Pomacea-PHT,caramujo\S*\s?do\S*\s?banhado,,
7500,,pomacea,,,Pomacea-PHT,island apple snail,,
7501,,pomacea,,,Pomacea-PHT,kuhol,,
7502,,pomacea,,,Pomacea-PHT,omenakotilo,,
7503,,pomacea,,,Pomacea-PHT,p\w* bridgesii,,
7504,,pomacea,,,Pomacea-PHT,p\w* canaliculata,,
7505,,pomacea,,,Pomacea-PHT,p\w* insularum,,
7506,,pomacea,,,Pomacea-PHT,p\w* lineata,,
7507,,pomacea,,,Pomacea-PHT,p\w* maculata,,
7508,,pomacea,,,Pomacea-PHT,p\w* occulta,,
7509,,pomacea,,,Pomacea-PHT,pomacea canaliculata,,
7510,,pomacea,,,Pomacea-PHT,pomacea insularum,,
7511,,pomacea,,,Pomacea-PHT,pomacea lineata,,
7512,,pomacea,,,Pomacea-PHT,pomacea maculata,,
7513,,pomacea,,,Pomacea-PHT,pomacea occulta,,
7514,,pomacea,,,Pomacea-PHT,ampulaire,,
7515,,pomacea,,,Pomacea-PHT,ampulária,,
7516,,pomacea,,,Pomacea-PHT,ampullaire,,
7517,,pomacea,,,Pomacea-PHT,ampullaires,,
7518,,pomacea,,,Pomacea-PHT,aruá-do-banhado,,
7519,,pomacea,,,Pomacea-PHT,aruá-do-brejo,,
7520,,pomacea,,,Pomacea-PHT,aruá-do-mato,,
7521,,pomacea,,,Pomacea-PHT,caramujo-do-banhado,,
7522,,pomacea,,,Pomacea-PHT,ampularia,,
7523,,pomacea,,,Pomacea-PHT,apple snail,,
7524,,pomacea,,,Pomacea-PHT,caracol manzana,,
7525,,pomacea,,,Pomacea-PHT,cargol poma,,
7526,,pomacea,,,Pomacea-PHT,pomacea,,
7527,,pomacea,,,Pomacea-PHT,pomacea bridgesii,,
7528,,poophilus costalis,,,PoophilusCostalis-PHT,gallicana flava,,
7529,,poophilus costalis,,,PoophilusCostalis-PHT,p concolor,,
7530,,poophilus costalis,,,PoophilusCostalis-PHT,p dolosusWalker,,
7531,,poophilus costalis,,,PoophilusCostalis-PHT,p natalensis,,
7532,,poophilus costalis,,,PoophilusCostalis-PHT,p rotundatus,,
7533,,poophilus costalis,,,PoophilusCostalis-PHT,philaeunus natalensis,,
7534,,poophilus costalis,,,PoophilusCostalis-PHT,poophilus costalis,,
7535,,poophilus costalis,,,PoophilusCostalis-PHT,poophilus natalensis,,
7536,,poophilus costalis,,,PoophilusCostalis-PHT,ptyelus costalis,,
7537,,popillia japonica,,,PopilliaJaponica-PHT,japanese beetle\w*,,
7538,,popillia japonica,,,PopilliaJaponica-PHT,japanese beetle,,
7539,,popillia japonica,,,PopilliaJaponica-PHT,escarabajo japon\ws,,
7540,,popillia japonica,,,PopilliaJaponica-PHT,hanneton japonais,,
7541,,popillia japonica,,,PopilliaJaponica-PHT,japanbagge,,
7542,,popillia japonica,,,PopilliaJaponica-PHT,japanbille,,
7543,,popillia japonica,,,PopilliaJaponica-PHT,japank\wfer,,
7544,,popillia japonica,,,PopilliaJaponica-PHT,mame\S*\s?kogane,,
7545,,popillia japonica,,,PopilliaJaponica-PHT,popillia japonica,,
7546,,popillia japonica,,,PopilliaJaponica-PHT,scarab\we japonais,,
7547,,popillia japonica,,,PopilliaJaponica-PHT,scarabeo giapponese,,
7548,,popillia japonica,,,PopilliaJaponica-PHT,японский жук,,
7549,,popillia japonica,,,PopilliaJaponica-PHT,マメコガネ,,
7550,,porphyrophora tritici,,,PorphyrophoraTritici-PHT,acystomargarodes tritici,,
7551,,porphyrophora tritici,,,PorphyrophoraTritici-PHT,coccionella tritici,,
7552,,porphyrophora tritici,,,PorphyrophoraTritici-PHT,kleinasiatische,,
7553,,porphyrophora tritici,,,PorphyrophoraTritici-PHT,margarodes tritici,,
7554,,porphyrophora tritici,,,PorphyrophoraTritici-PHT,porphyrophora tritici,,
7555,,porphyrophora tritici,,,PorphyrophoraTritici-PHT,weizenwurzelschildlaus,,
7556,,potato black ringspot virus,,,PotatoBlackRingspotVirus-PHT,perunan mustarengaslaikkuvirus,,
7557,,potato black ringspot virus,,,PotatoBlackRingspotVirus-PHT,v\wrus dos an\wis negros da batateira,,
7558,,potato black ringspot virus,,,PotatoBlackRingspotVirus-PHT,virov\w \wern\w krou\wkovitost bramboru\w*,,
7559,,potato black ringspot virus,,,PotatoBlackRingspotVirus-PHT,virus del anillo necr\wtico de la papa,,
7560,,potato black ringspot virus,,,PotatoBlackRingspotVirus-PHT,ι\wς της μα\wρης δακτυλιωτ\wς κηλ\wδωσης της πατ\wτας,,
7561,,potato black ringspot virus,,,PotatoBlackRingspotVirus-PHT,andean calico of potato,,
7562,,potato black ringspot virus,,,PotatoBlackRingspotVirus-PHT,calico de la pomme de terre,,
7563,,potato black ringspot virus,,,PotatoBlackRingspotVirus-PHT,calico disease of potato,,
7564,,potato black ringspot virus,,,PotatoBlackRingspotVirus-PHT,pbrs virus,,
7565,,potato black ringspot virus,,,PotatoBlackRingspotVirus-PHT,pbrsv,,
7566,,potato black ringspot virus,,,PotatoBlackRingspotVirus-PHT,potato andean calico virus,,
7567,,potato black ringspot virus,,,PotatoBlackRingspotVirus-PHT,potato black ringspot nepovirus,,
7568,,potato black ringspot virus,,,PotatoBlackRingspotVirus-PHT,potato black ringspot virus,,
7569,,potato black ringspot virus,,,PotatoBlackRingspotVirus-PHT,tobacco ringspot nepovirus andean calico strain,,
7570,,potato black ringspot virus,,,PotatoBlackRingspotVirus-PHT,tobacco ringspot virus andean calico strain,,
7571,,potato black ringspot virus,,,PotatoBlackRingspotVirus-PHT,virus des anneaux noirs de la pomme de terre,,
7572,,potato leafroll virus,,,PotatoLeafrollVirus-PHT,bulvi\w lap\w susisukimo polerovirusas,,
7573,,potato leafroll virus,,,PotatoLeafrollVirus-PHT,perunan kierrelehtivirus,,
7574,,potato leafroll virus,,,PotatoLeafrollVirus-PHT,v\wrus do enrolamento da batateira,,
7575,,potato leafroll virus,,,PotatoLeafrollVirus-PHT,virov\w svinutka bramboru\w*,,
7576,,potato leafroll virus,,,PotatoLeafrollVirus-PHT,virus del enrollamiento de las hojas de la papa,,
7577,,potato leafroll virus,,,PotatoLeafrollVirus-PHT,ι\wς του καρουλι\wσματος των φ\wλλων της πατ\wτας,,
7578,,potato leafroll virus,,,PotatoLeafrollVirus-PHT,листно завиване по картофите,,
7579,,potato leafroll virus,,,PotatoLeafrollVirus-PHT,blattrollkrankheit,,
7580,,potato leafroll virus,,,PotatoLeafrollVirus-PHT,potato leafroll luteovirus,,
7581,,potato leafroll virus,,,PotatoLeafrollVirus-PHT,potato leafroll polerovirus,,
7582,,potato leafroll virus,,,PotatoLeafrollVirus-PHT,potato leafroll virus,,
7583,,potato leafroll virus,,,PotatoLeafrollVirus-PHT,potato phloem necrosis virus,,
7584,,potato leafroll virus,,,PotatoLeafrollVirus-PHT,potato virus\w* a,,
7585,,potato leafroll virus,,,PotatoLeafrollVirus-PHT,potato virus\w* m,,
7586,,potato leafroll virus,,,PotatoLeafrollVirus-PHT,potato virus\w* s,,
7587,,potato leafroll virus,,,PotatoLeafrollVirus-PHT,potato virus\w* v,,
7588,,potato leafroll virus,,,PotatoLeafrollVirus-PHT,potato virus\w* x,,
7589,,potato leafroll virus,,,PotatoLeafrollVirus-PHT,potato virus\w* y,,
7590,,potato leafroll virus,,,PotatoLeafrollVirus-PHT,virus de l enroulement de la pomme de terre,,
7591,,potato virus a,,,PotatoVirusA-PHT,common mosaic of potato,,
7592,,potato virus a,,,PotatoVirusA-PHT,mild mosaic of potato,,
7593,,potato virus a,,,PotatoVirusA-PHT,potato a potyvirus,,
7594,,potato virus a,,,PotatoVirusA-PHT,potato virus a,,
7595,,potato virus a,,,PotatoVirusA-PHT,veinal mosaic of potato,,
7596,,potato virus h,,,PotatoVirusH-PHT,potato virus H,,
7597,,potato virus m,,,PotatoVirusM-PHT,potato m carlavirus,,
7598,,potato virus m,,,PotatoVirusM-PHT,potato paracrinkle virus,,
7599,,potato virus m,,,PotatoVirusM-PHT,potato virus m,,
7600,,potato virus s,,,PotatoVirusS-PHT,potato s carlavirus,,
7601,,potato virus s,,,PotatoVirusS-PHT,potato virus s,,
7602,,potato virus t,,,PotatoVirusT-PHT,perunan t\wvirus,,
7603,,potato virus t,,,PotatoVirusT-PHT,t\wvir\wza bramboru,,
7604,,potato virus t,,,PotatoVirusT-PHT,v\wrus t da batateira,,
7605,,potato virus t,,,PotatoVirusT-PHT,virus t de la patata,,
7606,,potato virus t,,,PotatoVirusT-PHT,ι\wς τ της πατ\wτας,,
7607,,potato virus t,,,PotatoVirusT-PHT,Т вирус по картофите,,
7608,,potato virus t,,,PotatoVirusT-PHT,potato t capillovirus,,
7609,,potato virus t,,,PotatoVirusT-PHT,potato t trichovirus,,
7610,,potato virus t,,,PotatoVirusT-PHT,potato trichovirus t,,
7611,,potato virus t,,,PotatoVirusT-PHT,potato virus t,,
7612,,potato virus t,,,PotatoVirusT-PHT,virus t de la pomme de terre,,
7613,,potato virus t,,,PotatoVirusT-PHT,теповирус т картофеля,,
7614,,potato virus v,,,PotatoVirusV-PHT,potato v potyvirus,,
7615,,potato virus v,,,PotatoVirusV-PHT,potato virus v,,
7616,,potato virus x,,,PotatoVirusX-PHT,potato virus x,,
7617,,potato virus x,,,PotatoVirusX-PHT,potato x potexvirus,,
7618,,potato virus y,,,PotatoVirusY-PHT,potato virus y,,
7619,,potato virus y,,,PotatoVirusY-PHT,potato y potyvirus,,
7620,,potato yellow dwarf virus,,,PotatoYellowDwarfVirus-PHT,perunan keltak\w\wpi\wkasvuvirus,,
7621,,potato yellow dwarf virus,,,PotatoYellowDwarfVirus-PHT,v\wrus do nanismo amarelo da batateira,,
7622,,potato yellow dwarf virus,,,PotatoYellowDwarfVirus-PHT,virus del enanismo amarillo de la papa,,
7623,,potato yellow dwarf virus,,,PotatoYellowDwarfVirus-PHT,ι\wς του κ\wτρινου νανισμο\w της πατ\wτας,,
7624,,potato yellow dwarf virus,,,PotatoYellowDwarfVirus-PHT,вирус на жълто вджуджаване по картофите,,
7625,,potato yellow dwarf virus,,,PotatoYellowDwarfVirus-PHT,potato yellow dwarf nucleorhabdovirus,,
7626,,potato yellow dwarf virus,,,PotatoYellowDwarfVirus-PHT,potato yellow dwarf rhabdovirus,,
7627,,potato yellow dwarf virus,,,PotatoYellowDwarfVirus-PHT,potato yellow dwarf virus,,
7628,,potato yellow dwarf virus,,,PotatoYellowDwarfVirus-PHT,pydv,,
7629,,potato yellow dwarf virus,,,PotatoYellowDwarfVirus-PHT,yellow dwarf of potato,,
7630,,potato yellowing virus,,,PotatoYellowingVirus-PHT,v\wrus do amarelecimento da batateira,,
7631,,potato yellowing virus,,,PotatoYellowingVirus-PHT,virov\w \wloutnut\w bramboru\w*,,
7632,,potato yellowing virus,,,PotatoYellowingVirus-PHT,ι\wς του \wκτερου της πατ\wτας,,
7633,,potato yellowing virus,,,PotatoYellowingVirus-PHT,potato yellowing alfamovirus,,
7634,,potato yellowing virus,,,PotatoYellowingVirus-PHT,potato yellowing virus,,
7635,,potato yellowing virus,,,PotatoYellowingVirus-PHT,альфамовирус пожелтения картофеля,,
7636,,potato yellow vein virus,,,PotatoYellowVeinVirus-PHT,v\wrus das nervuras amarelas da batateira,,
7637,,potato yellow vein virus,,,PotatoYellowVeinVirus-PHT,virov\w \wlut\w zakrslost brambor\w*,,
7638,,potato yellow vein virus,,,PotatoYellowVeinVirus-PHT,virus de amarillamiento de nervaduras\w*,,
7639,,potato yellow vein virus,,,PotatoYellowVeinVirus-PHT,ι\wς του κιτριν\wσματος των νε\wρων της πατ\wτας,,
7640,,potato yellow vein virus,,,PotatoYellowVeinVirus-PHT,amarillamiento de las venas de la patata,,
7641,,potato yellow vein virus,,,PotatoYellowVeinVirus-PHT,potato vein\S*\s?yellowing,,
7642,,potato yellow vein virus,,,PotatoYellowVeinVirus-PHT,potato yellow vein crinivirus,,
7643,,potato yellow vein virus,,,PotatoYellowVeinVirus-PHT,potato yellow vein disease,,
7644,,potato yellow vein virus,,,PotatoYellowVeinVirus-PHT,potato yellow vein virus,,
7645,,potato yellow vein virus,,,PotatoYellowVeinVirus-PHT,pyvv,,
7646,,potato yellow vein virus,,,PotatoYellowVeinVirus-PHT,vein\S*\s?yellowing of potato,,
7647,,potato yellow vein virus,,,PotatoYellowVeinVirus-PHT,yellow vein of potato,,
7648,,pratylenchus hippeastri,,,PratylenchusHippeastri-PHT,amaryllis lesion\w* nematode\w*,,
